,Name,Logo,Industry Type,Headquarters,No. of Locations,Highly Rated For,Critically Rated For,Rating,Review Count,Interview Count,Salaries Count,Job Count
122,Shapoorji Pallonji Group,https://static.ambitionbox.com/alpha/company/photos/logos/shapoorji-pallonji.jpg,Engineering & Construction,Mumbai ,182,"['Job Security', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.1,0,349,0,31
123,Standard Chartered,https://static.ambitionbox.com/alpha/company/photos/logos/standard-chartered.jpg,Banking,Chennai ,65,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Skill Development / Learning']",3.7,0,277,0,0
124,Firstsource Solutions,https://static.ambitionbox.com/alpha/company/photos/logos/first-source-10372.jpg,BPO,Bangalore / Bengaluru ,62,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.6,0,310,0,91
125,DMart,https://static.ambitionbox.com/alpha/company/photos/logos/d-mart.jpg,Retail,Mumbai ,229,"['Job Security', 'Company Culture']",['Promotions / Appraisal'],3.9,0,422,0,69
126,CGI Group,https://static.ambitionbox.com/alpha/company/photos/logos/cgi-group.jpg,IT Services & Consulting,Bangalore / Bengaluru ,38,"['Work Life Balance', 'Job Security', 'Company Culture']","['Promotions / Appraisal', 'Salary & Benefits']",4.0,0,509,0,71
127,Cholamandalam Investment & Finance,https://static.ambitionbox.com/alpha/company/photos/logos/cholamandalam-investment-and-finance.jpg,Financial Services,Chennai ,735,['Salary & Benefits'],[],3.9,0,207,0,16
128,GlobalLogic,https://static.ambitionbox.com/alpha/company/photos/logos/globallogic.jpg,IT Services & Consulting,Hyderabad / Secunderabad ,49,['Work Life Balance'],"['Promotions / Appraisal', 'Salary & Benefits', 'Skill Development / Learning']",3.7,0,609,0,61
129,Apollo Hospitals,https://static.ambitionbox.com/alpha/company/photos/logos/apollo-hospitals.jpg,Healthcare,Chennai ,201,"['Job Security', 'Company Culture', 'Skill Development / Learning']",[],4.1,0,374,0,48
130,Ashok Leyland,https://static.ambitionbox.com/alpha/company/photos/logos/ashok_leyland.jpg,Automobile,Chennai ,223,"['Skill Development / Learning', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.1,0,257,0,3
131,ICICI Lombard General Insurance Company,https://static.ambitionbox.com/alpha/company/photos/logos/icici-lombard-general-insurance-company-limited.jpg,Insurance,Mumbai ,283,[],"['Promotions / Appraisal', 'Work Satisfaction']",3.7,0,293,0,79
132,Mahindra Finance,https://static.ambitionbox.com/alpha/company/photos/logos/mahindra-and-mahindra-financial-services-ltd.jpg,NBFC,Mumbai ,683,"['Company Culture', 'Work Life Balance', 'Work Satisfaction']",['Promotions / Appraisal'],4.1,0,161,0,80
133,BigBasket,https://static.ambitionbox.com/alpha/company/photos/logos/bigbasket.jpg,Internet,Bangalore / Bengaluru ,122,"['Job Security', 'Skill Development / Learning']",['Promotions / Appraisal'],3.9,0,374,0,61
134,Cyient,https://static.ambitionbox.com/alpha/company/photos/logos/cyient.jpg,IT Services & Consulting,Hyderabad / Secunderabad ,41,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.7,0,299,0,38
135,Bosch Global Software Technologies,https://static.ambitionbox.com/alpha/company/photos/logos/bosch-global-software-technologies.jpg,IT Services & Consulting,Bangalore / Bengaluru ,36,"['Work Life Balance', 'Job Security', 'Company Culture']","['Promotions / Appraisal', 'Salary & Benefits']",3.9,0,350,0,12
136,UST,https://static.ambitionbox.com/alpha/company/photos/logos/ust-global.jpg,IT Services & Consulting,Bangalore / Bengaluru ,43,['Work Life Balance'],"['Promotions / Appraisal', 'Salary & Benefits']",3.8,0,527,0,189
137,Citicorp,https://static.ambitionbox.com/alpha/company/photos/logos/citicorp.jpg,Financial Services,Pune ,62,['Salary & Benefits'],"['Promotions / Appraisal', 'Work Satisfaction', 'Skill Development / Learning']",3.7,0,576,0,0
138,Hero MotoCorp,https://static.ambitionbox.com/alpha/company/photos/logos/hero-motocorp.jpg,Automobile,Gurgaon / Gurugram ,332,"['Work Life Balance', 'Company Culture', 'Job Security']",[],4.1,0,351,0,2
139,JustDial,https://static.ambitionbox.com/alpha/company/photos/logos/justdial.jpg,Internet,Noida ,199,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Job Security']",3.5,0,342,0,50
140,Eviden,https://static.ambitionbox.com/alpha/company/photos/logos/eviden.jpg,IT Services & Consulting,Pune ,33,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.6,0,304,0,25
141,Vivo,https://static.ambitionbox.com/alpha/company/photos/logos/vivo.jpg,Consumer Electronics & Appliances,Noida ,391,"['Skill Development / Learning', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.1,0,201,0,3
142,BNY,https://static.ambitionbox.com/alpha/company/photos/logos/bny.jpg,Financial Services,Pune ,22,"['Work Life Balance', 'Company Culture']","['Promotions / Appraisal', 'Job Security']",3.8,0,357,0,52
143,SMFG India Credit,https://static.ambitionbox.com/alpha/company/photos/logos/fullerton-india-5944.jpg,NBFC,Mumbai ,540,"['Salary & Benefits', 'Company Culture', 'Job Security']",[],4.0,0,169,0,91
144,Home Credit Finance,https://static.ambitionbox.com/alpha/company/photos/logos/home-credit-finance-279896.jpg,NBFC,Gurgaon / Gurugram ,121,"['Company Culture', 'Work Life Balance', 'Skill Development / Learning']",['Promotions / Appraisal'],4.1,0,118,0,86
145,Manappuram Finance,https://static.ambitionbox.com/alpha/company/photos/logos/manappuram-finance.jpg,NBFC,Bangalore / Bengaluru ,555,"['Promotions / Appraisal', 'Skill Development / Learning']",[],3.9,0,159,0,12
146,Atos,https://static.ambitionbox.com/alpha/company/photos/logos/atos-global-it-solutions-and-services.jpg,IT Services & Consulting,Pune ,49,['Work Life Balance'],"['Promotions / Appraisal', 'Salary & Benefits']",3.8,0,385,0,31
147,TVS Motor,https://static.ambitionbox.com/alpha/company/photos/logos/tvs-motor.jpg,Automobile,Hosur ,306,"['Skill Development / Learning', 'Job Security', 'Salary & Benefits']",['Promotions / Appraisal'],4.0,0,328,0,7
148,IQVIA,https://static.ambitionbox.com/alpha/company/photos/logos/iqvia.jpg,Clinical Research,Bangalore / Bengaluru ,56,"['Job Security', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],3.9,0,477,0,25
149,Swiggy,https://static.ambitionbox.com/alpha/company/photos/logos/swiggy.jpg,Internet,Bangalore / Bengaluru ,204,[],"['Job Security', 'Promotions / Appraisal']",3.8,0,450,0,187
150,SBI Cards & Payment Services,https://static.ambitionbox.com/alpha/company/photos/logos/sbi-cards-and-payment-services.jpg,Financial Services,New Delhi ,387,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Company Culture']",3.7,0,246,0,109
151,Nagarro,https://static.ambitionbox.com/alpha/company/photos/logos/nagarro.jpg,IT Services & Consulting,Gurgaon / Gurugram ,41,"['Work Life Balance', 'Company Culture', 'Job Security']",[],4.0,0,775,0,282
152,OPPO,https://static.ambitionbox.com/alpha/company/photos/logos/oppo.jpg,Consumer Electronics & Appliances,Noida ,382,['Skill Development / Learning'],"['Promotions / Appraisal', 'Job Security']",4.0,0,221,0,13
153,Persistent Systems,https://static.ambitionbox.com/alpha/company/photos/logos/persistent-systems.jpg,IT Services & Consulting,Pune ,41,[],"['Promotions / Appraisal', 'Job Security', 'Work Satisfaction']",3.5,0,627,0,177
154,Kalpataru Projects International,https://static.ambitionbox.com/alpha/company/photos/logos/kalpataru-projects-international.jpg,Engineering & Construction,Mumbai ,279,"['Job Security', 'Company Culture', 'Skill Development / Learning']",[],4.1,0,258,0,2
155,Amdocs,https://static.ambitionbox.com/alpha/company/photos/logos/amdocs.jpg,Software Product,Pune ,19,['Company Culture'],"['Promotions / Appraisal', 'Work Satisfaction', 'Skill Development / Learning']",3.7,0,524,0,21
156,Bosch,https://static.ambitionbox.com/alpha/company/photos/logos/bosch.jpg,Auto Components,Bangalore / Bengaluru ,112,"['Company Culture', 'Work Life Balance', 'Job Security']",['Promotions / Appraisal'],4.2,0,338,0,302
157,CBRE,https://static.ambitionbox.com/alpha/company/photos/logos/cbre.jpg,Real Estate,Hyderabad / Secunderabad ,81,"['Skill Development / Learning', 'Company Culture', 'Work Life Balance']",[],4.2,0,287,0,47
158,NTT Data,https://static.ambitionbox.com/alpha/company/photos/logos/ntt-global-networks.jpg,IT Services & Consulting,Bangalore / Bengaluru ,61,"['Work Life Balance', 'Job Security']",['Promotions / Appraisal'],3.8,0,639,0,58
159,State Bank of India,https://static.ambitionbox.com/alpha/company/photos/logos/state-bank-of-india.jpg,Banking,Mumbai ,538,"['Job Security', 'Salary & Benefits']","['Work Life Balance', 'Work Satisfaction']",3.8,0,254,0,0
160,Hewlett Packard Enterprise,https://static.ambitionbox.com/alpha/company/photos/logos/hewlett-packard-enterprise.jpg,IT Services & Consulting,Bangalore / Bengaluru ,92,"['Company Culture', 'Work Life Balance', 'Job Security']",['Promotions / Appraisal'],4.2,0,240,0,5
161,Mahindra Logistics,https://static.ambitionbox.com/alpha/company/photos/logos/mahindra-logistic.jpg,Logistics,Mumbai ,221,['Skill Development / Learning'],"['Promotions / Appraisal', 'Salary & Benefits']",3.9,0,209,0,8
162,JBM Group,https://static.ambitionbox.com/alpha/company/photos/logos/jbm-group.jpg,Auto Components,Gurgaon / Gurugram ,96,"['Job Security', 'Skill Development / Learning']",['Promotions / Appraisal'],4.0,0,296,0,32
163,SBI Life Insurance Company,https://static.ambitionbox.com/alpha/company/photos/logos/sbi-life-insurance.jpg,Insurance,Mumbai ,581,['Job Security'],"['Promotions / Appraisal', 'Work Life Balance', 'Work Satisfaction']",3.8,0,248,0,10
164,Schneider Electric,https://static.ambitionbox.com/alpha/company/photos/logos/schneider-electric.jpg,Industrial Automation,Bangalore / Bengaluru ,114,"['Company Culture', 'Work Life Balance', 'Job Security']",['Promotions / Appraisal'],4.1,0,377,0,299
165,Dell,https://static.ambitionbox.com/alpha/company/photos/logos/dell.jpg,Consumer Electronics & Appliances,Bangalore / Bengaluru ,105,"['Work Life Balance', 'Company Culture']",['Promotions / Appraisal'],3.9,0,396,0,47
166,PolicyBazaar,https://static.ambitionbox.com/alpha/company/photos/logos/policybazaar-153350.jpg,Internet,Gurgaon / Gurugram ,117,['Salary & Benefits'],"['Work Life Balance', 'Company Culture', 'Work Satisfaction']",3.6,0,434,0,201
167,Ecom Express,https://static.ambitionbox.com/alpha/company/photos/logos/ecom-express.jpg,Logistics,Gurgaon / Gurugram ,681,[],"['Promotions / Appraisal', 'Job Security']",3.8,0,213,0,13
168,Nagarjuna Construction Company,https://static.ambitionbox.com/alpha/company/photos/logos/ncc.jpg,Engineering & Construction,Hyderabad / Secunderabad ,254,"['Job Security', 'Salary & Benefits', 'Company Culture']",[],4.1,0,338,0,10
169,Piramal Capital Housing Finance,https://static.ambitionbox.com/alpha/company/photos/logos/piramal-capital-housing-finance-limited.jpg,NBFC,Mumbai ,360,"['Company Culture', 'Skill Development / Learning', 'Salary & Benefits']",[],4.2,0,191,0,2
170,KEC International,https://static.ambitionbox.com/alpha/company/photos/logos/kec-international.jpg,Engineering & Construction,Mumbai ,280,"['Job Security', 'Salary & Benefits', 'Company Culture']",['Promotions / Appraisal'],4.0,0,332,0,7
171,Aditya Birla Fashion and Retail,https://static.ambitionbox.com/alpha/company/photos/logos/aditya-birla-fashion-and-retail.jpg,Fashion & Textile,Bangalore / Bengaluru ,251,"['Job Security', 'Skill Development / Learning', 'Company Culture']",[],4.1,0,219,0,20
172,Hyundai Motor India Limited,https://static.ambitionbox.com/alpha/company/photos/logos/hyundai-motor.jpg,Automobile,Chennai ,269,"['Job Security', 'Company Culture', 'Work Satisfaction']",[],4.3,0,274,0,0
173,Varun Beverages,https://static.ambitionbox.com/alpha/company/photos/logos/varun-beverages.jpg,Beverage,New Delhi ,325,"['Job Security', 'Salary & Benefits']",['Promotions / Appraisal'],4.0,0,251,0,55
174,CARS24,https://static.ambitionbox.com/alpha/company/photos/logos/cars24-dot-com-158534.jpg,Internet,Gurgaon / Gurugram ,162,[],"['Job Security', 'Promotions / Appraisal', 'Company Culture']",3.5,0,348,0,89
175,Randstad,https://static.ambitionbox.com/alpha/company/photos/logos/randstad-india.jpg,Recruitment,Hyderabad / Secunderabad ,300,[],"['Promotions / Appraisal', 'Job Security', 'Work Satisfaction']",3.8,0,281,0,78
176,Oyo Rooms,https://static.ambitionbox.com/alpha/company/photos/logos/oyo_rooms.jpg,Hospitality,Gurgaon / Gurugram ,120,[],"['Job Security', 'Work Satisfaction', 'Promotions / Appraisal']",3.3,0,223,0,61
177,EY Global Delivery Services ( EY GDS),https://static.ambitionbox.com/alpha/company/photos/logos/eygbs.jpg,Accounting & Auditing,Bangalore / Bengaluru ,46,['Job Security'],"['Promotions / Appraisal', 'Work Satisfaction', 'Work Life Balance']",3.6,0,782,0,9
178,Bajaj Auto,https://static.ambitionbox.com/alpha/company/photos/logos/bajaj_auto.jpg,Automobile,Pune ,282,[],['Promotions / Appraisal'],3.9,0,281,0,12
179,Deutsche Bank,https://static.ambitionbox.com/alpha/company/photos/logos/deutsche_bank.jpg,Banking,Pune ,40,"['Work Life Balance', 'Job Security', 'Company Culture']",['Promotions / Appraisal'],3.9,0,378,0,0
180,L&T Finance,https://static.ambitionbox.com/alpha/company/photos/logos/l-and-t-finance.jpg,NBFC,Mumbai ,529,['Salary & Benefits'],[],3.9,0,163,0,1
181,Reliance Communications,https://static.ambitionbox.com/alpha/company/photos/logos/reliance-communications.jpg,Telecom,Mumbai ,446,"['Skill Development / Learning', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.0,0,94,0,0
182,Intas Pharmaceuticals,https://static.ambitionbox.com/alpha/company/photos/logos/intas-pharmaceuticals.jpg,Pharma,Ahmedabad ,131,"['Job Security', 'Salary & Benefits', 'Work Life Balance']",[],4.1,0,226,0,26
183,ITC Infotech,https://static.ambitionbox.com/alpha/company/photos/logos/itc-infotech.jpg,IT Services & Consulting,Bangalore / Bengaluru ,60,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Company Culture']",3.6,0,355,0,41
184,Team Lease,https://static.ambitionbox.com/alpha/company/photos/logos/teamlease-services.jpg,Recruitment,Bangalore / Bengaluru ,353,[],['Promotions / Appraisal'],3.9,0,218,0,0
185,R1 RCM,https://static.ambitionbox.com/alpha/company/photos/logos/r1-rcm.jpg,BPO,New Delhi ,38,"['Company Culture', 'Job Security']",['Promotions / Appraisal'],3.9,0,294,0,192
186,Tata Communications,https://static.ambitionbox.com/alpha/company/photos/logos/tata-communications.jpg,Telecom,Pune ,95,"['Job Security', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.0,0,266,0,22
187,Havells,https://static.ambitionbox.com/alpha/company/photos/logos/havells.jpg,Electrical Equipment,Noida ,212,"['Work Life Balance', 'Salary & Benefits']",['Promotions / Appraisal'],4.0,0,223,0,18
188,Access Healthcare,https://static.ambitionbox.com/alpha/company/photos/logos/access-healthcare-14405.jpg,Analytics & KPO,Chennai ,43,"['Job Security', 'Company Culture']",['Promotions / Appraisal'],3.9,0,223,0,229
189,Royal Enfield,https://static.ambitionbox.com/alpha/company/photos/logos/royal-enfield.jpg,Automobile,Chennai ,338,"['Company Culture', 'Work Life Balance', 'Work Satisfaction']",[],4.2,0,164,0,2
190,John Deere,https://static.ambitionbox.com/alpha/company/photos/logos/johndeere.jpg,Industrial Machinery,Pune ,128,"['Company Culture', 'Work Life Balance', 'Skill Development / Learning']",['Promotions / Appraisal'],4.1,0,238,0,14
191,Hetero,https://static.ambitionbox.com/alpha/company/photos/logos/hetero-drugs.jpg,Pharma,Hyderabad / Secunderabad ,54,['Job Security'],"['Promotions / Appraisal', 'Salary & Benefits']",3.8,0,243,0,35
192,LG Electronics,https://static.ambitionbox.com/alpha/company/photos/logos/lg.jpg,Consumer Electronics & Appliances,Pune ,273,"['Job Security', 'Skill Development / Learning', 'Salary & Benefits']",['Promotions / Appraisal'],4.0,0,212,0,1
193,Thermax Limited,https://static.ambitionbox.com/alpha/company/photos/logos/thermax.jpg,Industrial Machinery,Pune ,214,"['Job Security', 'Company Culture', 'Skill Development / Learning']",[],4.1,0,266,0,44
194,Macleods Pharmaceuticals,https://static.ambitionbox.com/alpha/company/photos/logos/macleods-pharma.jpg,Mumbai +115 other locations,Pune ,214,['Job Security'],"['Promotions / Appraisal', 'Company Culture', 'Work Life Balance']",3.6,0,216,0,7
195,Aakash Educational Services,https://static.ambitionbox.com/alpha/company/photos/logos/aakash-institute.jpg,Education & Training,New Delhi ,225,[],"['Work Life Balance', 'Promotions / Appraisal', 'Work Satisfaction']",3.4,0,323,0,83
196,HDFC Ergo General Insurance,https://static.ambitionbox.com/alpha/company/photos/logos/hdfc-ergo-general-insurance-company.jpg,Insurance,Mumbai ,281,"['Job Security', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],3.9,0,157,0,0
197,Tata AIA Life Insurance,https://static.ambitionbox.com/alpha/company/photos/logos/tata-aig-life-insurance.jpg,Insurance,Mumbai ,372,"['Job Security', 'Skill Development / Learning', 'Salary & Benefits']",[],4.0,0,187,0,44
198,Utkarsh Small Finance Bank,https://static.ambitionbox.com/alpha/company/photos/logos/utkarsh-small-finance-bank-288934.jpg,Banking,Varanasi ,340,[],['Promotions / Appraisal'],3.8,0,233,0,12
199,Publicis Sapient,https://static.ambitionbox.com/alpha/company/photos/logos/sapient.jpg,IT Services & Consulting,Bangalore / Bengaluru ,37,[],"['Promotions / Appraisal', 'Job Security', 'Work Satisfaction']",3.5,0,635,0,228
200,DCB Bank,https://static.ambitionbox.com/alpha/company/photos/logos/dcb-bank.jpg,Banking,Mumbai ,322,[],['Promotions / Appraisal'],3.8,0,192,0,244
201,Cummins,https://static.ambitionbox.com/alpha/company/photos/logos/cummins-india.jpg,Industrial Machinery,Pune ,100,"['Company Culture', 'Work Life Balance', 'Skill Development / Learning']",[],4.3,0,243,0,155
202,VE Commercial Vehicles,https://static.ambitionbox.com/alpha/company/photos/logos/ve-commercial-vehicles.jpg,Automobile,Indore ,141,"['Job Security', 'Skill Development / Learning']","['Promotions / Appraisal', 'Salary & Benefits']",3.9,0,228,0,10
203,PVR Inox,https://static.ambitionbox.com/alpha/company/photos/logos/pvr-cinemas.jpg,Media & Entertainment,New Delhi ,143,['Skill Development / Learning'],['Promotions / Appraisal'],4.0,0,175,0,20
204,Viatris,https://static.ambitionbox.com/alpha/company/photos/logos/viatris.jpg,Pharma,Hyderabad / Secunderabad ,75,"['Salary & Benefits', 'Job Security', 'Company Culture']",[],4.2,0,143,0,4
205,Berger Paints,https://static.ambitionbox.com/alpha/company/photos/logos/berger-paints.jpg,Chemicals,Kolkata ,293,[],"['Promotions / Appraisal', 'Company Culture', 'Work Life Balance']",3.7,0,279,0,164
206,Carelon Global Solutions,https://static.ambitionbox.com/alpha/company/photos/logos/carelon-global-solutions.jpg,Software Product,Bangalore / Bengaluru ,19,"['Company Culture', 'Job Security', 'Salary & Benefits']",['Promotions / Appraisal'],3.9,0,373,0,10
207,Godrej & Boyce Manufacturing,https://static.ambitionbox.com/alpha/company/photos/logos/godrej-and-boyce-manufacturing.jpg,Consumer Electronics & Appliances,Mumbai ,140,['Job Security'],['Promotions / Appraisal'],3.9,0,187,0,55
208,Samvardhana Motherson Group,https://static.ambitionbox.com/alpha/company/photos/logos/motherson-sumi-systems.jpg,Auto Components,Noida ,83,['Job Security'],"['Company Culture', 'Work Life Balance', 'Work Satisfaction']",3.7,0,225,0,11
209,Lenskart,https://static.ambitionbox.com/alpha/company/photos/logos/lenskart-200931.jpg,Internet,New Delhi ,198,[],"['Promotions / Appraisal', 'Company Culture', 'Work Life Balance']",3.2,0,329,0,188
210,Subros,https://static.ambitionbox.com/alpha/company/photos/logos/subros.jpg,Auto Components,Noida ,74,"['Job Security', 'Skill Development / Learning', 'Company Culture']","['Salary & Benefits', 'Promotions / Appraisal']",3.8,0,176,0,1
211,Pidilite Industries,https://static.ambitionbox.com/alpha/company/photos/logos/pidilite-industries.jpg,Chemicals,Mumbai ,271,"['Job Security', 'Company Culture', 'Work Life Balance']",[],4.3,0,215,0,3
212,Automatic Data Processing (ADP),https://static.ambitionbox.com/alpha/company/photos/logos/adp-solutions.jpg,Software Product,Hyderabad / Secunderabad ,35,"['Job Security', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.0,0,247,0,25
213,Alembic Pharmaceuticals,https://static.ambitionbox.com/alpha/company/photos/logos/alembic-pharmaceuticals.jpg,Pharma,Vadodara ,168,"['Salary & Benefits', 'Work Life Balance']",[],4.0,0,209,0,71
214,American Express,https://static.ambitionbox.com/alpha/company/photos/logos/american-express.jpg,Financial Services,Gurgaon / Gurugram ,43,"['Work Life Balance', 'Company Culture', 'Job Security']",[],4.2,0,372,0,123
215,Bank of America,https://static.ambitionbox.com/alpha/company/photos/logos/BOA.jpg,Banking,Gurgaon / Gurugram ,31,"['Job Security', 'Work Life Balance', 'Company Culture']",['Promotions / Appraisal'],4.2,0,247,0,81
216,Abbott,https://static.ambitionbox.com/alpha/company/photos/logos/abbott-healthcare.jpg,Pharma,Mumbai ,189,"['Company Culture', 'Work Life Balance', 'Skill Development / Learning']",['Promotions / Appraisal'],4.1,0,155,0,256
217,Sodexo,https://static.ambitionbox.com/alpha/company/photos/logos/sodexo-food-solution.jpg,Facility Management Services,Mumbai ,145,"['Company Culture', 'Work Life Balance', 'Skill Development / Learning']",[],4.1,0,169,0,95
218,Jindal Steel and Power,https://static.ambitionbox.com/alpha/company/photos/logos/jindal-steel-and-power.jpg,Iron & Steel,Angul ,146,"['Job Security', 'Skill Development / Learning']",['Promotions / Appraisal'],3.9,0,332,0,30
219,Hindalco Industries,https://static.ambitionbox.com/alpha/company/photos/logos/hindalco-industries.jpg,Metals & Mining,Sambalpur ,109,"['Job Security', 'Skill Development / Learning', 'Company Culture']",[],4.2,0,229,0,55
220,Kogta Financial India Limited,https://static.ambitionbox.com/alpha/company/photos/logos/kogta-financial-india-limited.jpg,NBFC,Jaipur ,230,"['Company Culture', 'Work Life Balance', 'Work Satisfaction']",[],4.7,0,86,0,44
221,Bharat Electronics,https://static.ambitionbox.com/alpha/company/photos/logos/bel.jpg,Electronics Manufacturing,Bangalore / Bengaluru ,69,"['Work Life Balance', 'Company Culture', 'Work Satisfaction']",['Promotions / Appraisal'],4.2,0,216,0,0
222,RBL Bank,https://static.ambitionbox.com/alpha/company/photos/logos/rbl-bank.jpg,Banking,Mumbai ,248,[],"['Promotions / Appraisal', 'Company Culture', 'Work Satisfaction']",3.6,0,186,0,77
223,Jubilant Foods Works,https://static.ambitionbox.com/alpha/company/photos/logos/jubilant-foods-works.jpg,Hospitality,New Delhi ,220,[],"['Promotions / Appraisal', 'Work Life Balance', 'Work Satisfaction']",3.7,0,194,0,42
224,Reliance Projects & Property Management Services,https://static.ambitionbox.com/alpha/company/photos/logos/reliance-projects-and-property-management-services.jpg,IT Services & Consulting,Kolkata ,566,"['Work Life Balance', 'Job Security', 'Skill Development / Learning']",['Promotions / Appraisal'],4.0,0,179,0,0
225,Indian Oil Corporation,https://static.ambitionbox.com/alpha/company/photos/logos/indian-oil.jpg,Oil & Gas,New Delhi ,277,"['Company Culture', 'Work Life Balance', 'Work Satisfaction']",[],4.4,0,214,0,0
226,Future Group,https://static.ambitionbox.com/alpha/company/photos/logos/future-group.jpg,Retail,Mumbai ,203,"['Company Culture', 'Skill Development / Learning', 'Work Life Balance']",[],4.2,0,80,0,0
227,Birlasoft,https://static.ambitionbox.com/alpha/company/photos/logos/birlasoft.jpg,IT Services & Consulting,Pune ,43,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.6,0,294,0,11
228,Synechron,https://static.ambitionbox.com/alpha/company/photos/logos/synechron.jpg,IT Services & Consulting,Pune ,31,[],"['Job Security', 'Promotions / Appraisal', 'Work Satisfaction']",3.5,0,370,0,33
229,Escorts Kubota Limited,https://static.ambitionbox.com/alpha/company/photos/logos/escorts-kubota-limited.jpg,Automobile,Faridabad ,139,"['Work Life Balance', 'Skill Development / Learning', 'Company Culture']",['Promotions / Appraisal'],4.1,0,241,0,9
230,Cogent E Services,https://static.ambitionbox.com/alpha/company/photos/logos/cogent-e-services.jpg,Noida +47 other locations,Faridabad ,139,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Company Culture']",3.3,0,252,0,2
231,Maersk,https://static.ambitionbox.com/alpha/company/photos/logos/maersk.jpg,Logistics,Pune ,42,"['Company Culture', 'Work Life Balance', 'Job Security']",['Promotions / Appraisal'],4.1,0,210,0,116
232,Dabur,https://static.ambitionbox.com/alpha/company/photos/logos/dabur.jpg,FMCG,New Delhi ,286,"['Salary & Benefits', 'Work Life Balance', 'Job Security']",[],4.0,0,280,0,29
233,Marpu Foundation,https://static.ambitionbox.com/alpha/company/photos/logos/marpu-foundation.jpg,Non-Profit,Hyderabad / Secunderabad ,47,"['Company Culture', 'Work Life Balance', 'Work Satisfaction']",[],4.8,0,88,50,0
234,Reliance Digital,https://static.ambitionbox.com/alpha/company/photos/logos/reliance-digital.jpg,Retail,Mumbai ,346,"['Skill Development / Learning', 'Job Security', 'Company Culture']",[],4.1,0,136,0,0
235,Johnson Controls,https://static.ambitionbox.com/alpha/company/photos/logos/johnson-controls.jpg,Industrial Automation,Pune ,52,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Job Security']",3.6,0,268,0,181
236,Ford Motor,https://static.ambitionbox.com/alpha/company/photos/logos/ford-motor.jpg,Automobile,Chennai ,120,"['Company Culture', 'Work Life Balance', 'Work Satisfaction']",[],4.3,0,155,0,0
237,"NTT DATA, Inc.",https://static.ambitionbox.com/alpha/company/photos/logos/ntt-data-information-processing-services.jpg,IT Services & Consulting,Bangalore / Bengaluru ,34,"['Work Life Balance', 'Job Security', 'Company Culture']",['Promotions / Appraisal'],4.0,0,130,0,598
238,State Street Corporation,https://static.ambitionbox.com/alpha/company/photos/logos/state-street-corporation.jpg,Financial Services,Bangalore / Bengaluru ,28,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Salary & Benefits']",3.7,0,234,0,1
239,Glenmark Pharmaceuticals,https://static.ambitionbox.com/alpha/company/photos/logos/glenmark-pharmaceuticals.jpg,Pharma,Mumbai ,151,[],['Promotions / Appraisal'],3.9,0,148,0,142
240,Alkem Laboratories,https://static.ambitionbox.com/alpha/company/photos/logos/alkem-laboratories.jpg,Pharma,Mumbai ,174,['Salary & Benefits'],"['Job Security', 'Promotions / Appraisal']",3.9,0,161,0,25
241,Ipca Laboratories,https://static.ambitionbox.com/alpha/company/photos/logos/ipca-laboratories.jpg,Pharma,Mumbai ,142,"['Job Security', 'Work Life Balance', 'Company Culture']","['Promotions / Appraisal', 'Salary & Benefits']",3.9,0,168,0,40
242,24/7 Customer,https://static.ambitionbox.com/alpha/company/photos/logos/24-or-7-customer.jpg,Software Product,Bangalore / Bengaluru ,34,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.5,0,177,0,35
243,UBS,https://static.ambitionbox.com/alpha/company/photos/logos/ubs.jpg,Financial Services,Pune ,19,"['Work Life Balance', 'Company Culture']",['Promotions / Appraisal'],3.9,0,343,0,0
244,PNB MetLife,https://static.ambitionbox.com/alpha/company/photos/logos/pnb-metlife.jpg,Insurance,New Delhi ,371,[],"['Work Satisfaction', 'Job Security', 'Company Culture']",3.4,0,161,0,28
245,Aarti Industries,https://static.ambitionbox.com/alpha/company/photos/logos/aarti-industries-ltd-dot.jpg,Agro Chemicals,Bharuch ,52,"['Job Security', 'Work Life Balance', 'Skill Development / Learning']",[],4.1,0,290,0,25
